dataset,data_type,event_name,detector,url,doi_or_source,local_path,download_status,duration_s,gps_start
GWTC-4.1/O4a,strain_hdf5_4khz,GW230517_044807,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1367343104/H-H1_GWOSC_O4a_4KHZ_R1-1368330240-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230517_044807/H-H1_GWOSC_O4a_4KHZ_R1-1368330240-4096.hdf5,already_exists,4096,1368330240.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230517_044807,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1367343104/L-L1_GWOSC_O4a_4KHZ_R1-1368330240-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230517_044807/L-L1_GWOSC_O4a_4KHZ_R1-1368330240-4096.hdf5,already_exists,4096,1368330240.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230518_125908,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1368391680/H-H1_GWOSC_O4a_4KHZ_R1-1368449024-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230518_125908/H-H1_GWOSC_O4a_4KHZ_R1-1368449024-4096.hdf5,already_exists,4096,1368449024.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230518_125908,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1368391680/L-L1_GWOSC_O4a_4KHZ_R1-1368449024-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230518_125908/L-L1_GWOSC_O4a_4KHZ_R1-1368449024-4096.hdf5,already_exists,4096,1368449024.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230528_145129,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1368391680/H-H1_GWOSC_O4a_4KHZ_R1-1369317376-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230528_145129/H-H1_GWOSC_O4a_4KHZ_R1-1369317376-4096.hdf5,already_exists,4096,1369317376.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230528_145129,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1368391680/L-L1_GWOSC_O4a_4KHZ_R1-1369317376-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230528_145129/L-L1_GWOSC_O4a_4KHZ_R1-1369317376-4096.hdf5,already_exists,4096,1369317376.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230529_181500,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1368391680/L-L1_GWOSC_O4a_4KHZ_R1-1369415680-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230529_181500/L-L1_GWOSC_O4a_4KHZ_R1-1369415680-4096.hdf5,already_exists,4096,1369415680.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230531_141100,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1369575424-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230531_141100/L-L1_GWOSC_O4a_4KHZ_R1-1369575424-4096.hdf5,already_exists,4096,1369575424.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230601_224134,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1369694208-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230601_224134/H-H1_GWOSC_O4a_4KHZ_R1-1369694208-4096.hdf5,already_exists,4096,1369694208.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230601_224134,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1369694208-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230601_224134/L-L1_GWOSC_O4a_4KHZ_R1-1369694208-4096.hdf5,already_exists,4096,1369694208.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230603_174756,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230603_174756/H-H1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,already_exists,4096,1369845760.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230603_174756,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230603_174756/L-L1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,already_exists,4096,1369845760.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230605_065343,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230605_065343/H-H1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,already_exists,4096,1369980928.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230605_065343,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230605_065343/L-L1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,already_exists,4096,1369980928.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_004305,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_004305/H-H1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,already_exists,4096,1370046464.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_004305,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_004305/L-L1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,already_exists,4096,1370046464.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_024545,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_024545/H-H1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,already_exists,4096,1370054656.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_024545,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_024545/L-L1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,already_exists,4096,1370054656.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_065320,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_065320/H-H1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,already_exists,4096,1370066944.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230606_065320,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230606_065320/L-L1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,already_exists,4096,1370066944.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230608_205047,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230608_205047/H-H1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,already_exists,4096,1370292224.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230608_205047,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230608_205047/L-L1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,already_exists,4096,1370292224.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230609_010824,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230609_010824/H-H1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,already_exists,4096,1370304512.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230609_010824,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230609_010824/L-L1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,already_exists,4096,1370304512.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230609_064958,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230609_064958/H-H1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,already_exists,4096,1370324992.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230609_064958,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230609_064958/L-L1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,already_exists,4096,1370324992.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230610_061439,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/H-H1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230610_061439/H-H1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,already_exists,4096,1370411008.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230610_061439,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1369440256/L-L1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230610_061439/L-L1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,already_exists,4096,1370411008.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230615_160825,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1370488832/H-H1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230615_160825/H-H1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,already_exists,4096,1370877952.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230615_160825,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1370488832/L-L1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230615_160825/L-L1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,already_exists,4096,1370877952.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230618_102550,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1370488832/H-H1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230618_102550/H-H1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,downloaded,4096,1371115520.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230618_102550,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1370488832/L-L1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230618_102550/L-L1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,downloaded,4096,1371115520.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230624_113103,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230624_113103/H-H1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,downloaded,4096,1371639808.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230624_113103,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/L-L1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230624_113103/L-L1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,already_exists,4096,1371639808.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230624_214944,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1371676672-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230624_214944/H-H1_GWOSC_O4a_4KHZ_R1-1371676672-4096.hdf5,downloaded,4096,1371676672.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230624_214944,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/L-L1_GWOSC_O4a_4KHZ_R1-1371676672-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230624_214944/L-L1_GWOSC_O4a_4KHZ_R1-1371676672-4096.hdf5,already_exists,4096,1371676672.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230625_211655,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1371762688-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230625_211655/H-H1_GWOSC_O4a_4KHZ_R1-1371762688-4096.hdf5,downloaded,4096,1371762688.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230625_211655,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/L-L1_GWOSC_O4a_4KHZ_R1-1371762688-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230625_211655/L-L1_GWOSC_O4a_4KHZ_R1-1371762688-4096.hdf5,already_exists,4096,1371762688.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230627_015337,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1371865088-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230627_015337/H-H1_GWOSC_O4a_4KHZ_R1-1371865088-4096.hdf5,already_exists,4096,1371865088.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230627_015337,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/L-L1_GWOSC_O4a_4KHZ_R1-1371865088-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230627_015337/L-L1_GWOSC_O4a_4KHZ_R1-1371865088-4096.hdf5,downloaded,4096,1371865088.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230628_231200,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1372028928-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230628_231200/H-H1_GWOSC_O4a_4KHZ_R1-1372028928-4096.hdf5,downloaded,4096,1372028928.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230628_231200,L1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/L-L1_GWOSC_O4a_4KHZ_R1-1372028928-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230628_231200/L-L1_GWOSC_O4a_4KHZ_R1-1372028928-4096.hdf5,downloaded,4096,1372028928.0
GWTC-4.1/O4a,strain_hdf5_4khz,GW230630_070659,H1,https://gwosc.org/archive/data/O4a_4KHZ_R1/1371537408/H-H1_GWOSC_O4a_4KHZ_R1-1372143616-4096.hdf5,GWOSC,data/gwtc4p1/strain_4khz_hdf5/GW230630_070659/H-H1_GWOSC_O4a_4KHZ_R1-1372143616-4096.hdf5,downloaded,4096,1372143616.0
