event_i,event_j,delta_t_days,time_score,sky_norm_sep,sky_step_weight,sky_log_overlap,snr_ratio,ang_sep_deg,combined_time_sky_z
GW240406_062847,GW241102_144729,210.34631759386923,-1.2622733,10.672736,-0.5,-55.986897,-0.06235264,150.44615,-1.2349451197023005
GW240406_062847,GW241109_033317,216.87812618973078,-1.4549596,3.8580554,-0.5,-7.857303,-0.025285538,108.52228,-0.9626087677866457
GW240406_062847,GW241109_115924,217.22959499424255,-1.4549596,4.9657726,-0.5,-12.801179,-0.05275612,143.6992,-1.0176505903508444
GW240406_062847,GW241110_124123,218.2587473541305,-1.4549596,6.4948797,-0.5,-19.80267,-0.10005236,77.9269,-1.0956005266558382
GW240406_062847,GW241111_111552,219.1993596573257,-1.4549596,6.2912965,-0.5,-18.57051,-0.33024892,78.14834,-1.0818824922089247
GW240406_062847,GW241113_163507,221.42106021745613,-1.4549596,2.2257426,0.1,-3.072227,-0.10960029,68.51207,-0.9093349148147389
GW240406_062847,GW241114_024711,221.84610976186616,-1.4549596,7.5695367,-0.5,-27.734861,-0.044227883,109.549934,-1.1839122712993935
GW240406_062847,GW241114_235258,222.7251186455869,-1.4549596,3.2464175,-0.5,-5.7326465,-0.10353063,93.53699,-0.9389542544423128
GW240406_062847,GW241116_151753,224.36742784186922,-1.4549596,8.214828,-0.5,-33.474857,-0.21703176,164.31897,-1.2478175659296604
GW240406_062847,GW241124_024914,231.8475283549036,-1.4549596,3.5862164,-0.5,-6.102503,-0.2815215,69.57466,-0.9430719889635774
GW240406_062847,GW241125_010116,232.77255653506353,-1.4549596,5.848548,-0.5,-16.511465,-0.11455932,99.467995,-1.0589584467966842
GW240406_062847,GW241127_061008,234.987040930647,-1.4549596,9.652675,-0.5,-45.17407,-0.9784597,108.85587,-1.378068795944493
GW240406_062847,GW241129_021832,236.82621206438375,-1.4549596,9.403027,-0.5,-42.980263,-0.36213776,116.30609,-1.353644423464427
GW240406_062847,GW241130_034908,237.889128595207,-1.4549596,3.4977138,-0.5,-4.920166,-0.17604326,43.94684,-0.9299086378753136
GW240406_062847,GW241130_110422,238.19136824479259,-1.4549596,8.756383,-0.5,-37.395878,-0.086920336,125.017075,-1.2914715985640874
GW240406_062847,GW241201_055758,238.9785964158122,-1.4549596,6.357064,-0.5,-19.821234,-0.25145358,119.87,-1.0958072083728374
GW240406_062847,GW241210_060606,247.98424711924736,-1.4549596,4.8078594,-0.5,-10.599074,-0.10121839,68.04704,-0.9931338237322123
GW240406_062847,GW241210_120900,248.23625860324336,-1.4549596,8.596835,-0.5,-36.554752,-0.28257427,161.04213,-1.2821070672024386
GW240406_062847,GW241225_042553,262.9146452415486,-0.2470929,3.5756183,-0.5,-6.0893645,-0.3842216,70.23504,0.7088819675138576
GW240406_062847,GW241225_082815,263.08296030138376,-0.2470929,9.604467,-0.5,-45.155777,-0.44607916,135.3628,0.2739425326000231
GW240406_062847,GW241229_155844,267.39579688924607,-0.2470929,3.0749173,-0.5,-4.6353507,-0.34563357,67.1187,0.7250699896926608
GW240406_062847,GW241230_084504,268.0946371340034,-0.2470929,1.3380564,0.5,-1.461009,-0.011804496,40.585556,0.7604109972072022
GW240406_062847,GW241230_233618,268.713543632472,-0.2470929,7.3774014,-0.5,-26.33097,-0.07268128,108.4927,0.48352539582102394
GW240406_062847,GW241231_054133,268.9671959959771,-0.2470929,5.6610293,-0.5,-14.626188,-0.42896163,64.33957,0.6138386537096217
GW240406_062847,GW250101_011205,269.7800595567679,-0.2470929,6.670957,-0.5,-21.307669,-0.15011434,95.1514,0.5394514978190776
GW240406_062847,GW250104_015122,272.8073430022349,-0.2470929,5.0691886,-0.5,-12.047274,-0.0066296915,77.62875,0.6425505728983985
GW240406_062847,GW250108_152221,277.3705302348374,-0.2470929,11.327168,-0.5,-63.16244,-0.0025575128,157.83095,0.07346831718063401
GW240406_062847,GW250109_010541,277.77562018686973,-0.2470929,7.206991,-0.5,-24.839212,-0.06450219,93.57524,0.5001336403873436
GW240406_062847,GW250109_074552,278.0535241051432,-0.2470929,5.1013894,-0.5,-13.475748,-0.04467212,147.02934,0.6266468893809145
GW240406_062847,GW250114_082203,283.0786496041108,-0.2470929,1.2883062,0.5,0.6176165,-1.9215821,14.280218,0.7835530300631336
GW240406_062847,GW250116_015318,284.8086861042209,-0.2470929,4.9120345,-0.5,-11.644622,-0.35747233,91.03704,0.6470334299011707
GW240406_062847,GW250118_023225,286.83585701673394,-0.2470929,4.0333033,-0.5,-7.554239,-0.22479753,69.000244,0.6925730323897555
GW240406_062847,GW250118_055802,286.9786409169104,-0.2470929,5.057235,-0.5,-11.844575,-0.096243575,72.131454,0.6448072853991487
GW240406_062847,GW250118_170523,287.4420754523989,-0.2470929,8.643534,-0.5,-36.45733,-0.17281897,126.10269,0.3707852652540127
GW240406_062847,GW250119_025138,287.8491999999213,-0.2470929,8.501688,-0.5,-35.01164,-0.22955045,110.575294,0.3868806172372971
GW240406_062847,GW250119_190238,288.5235002335934,-0.2470929,10.083688,-0.5,-49.36923,-0.58169574,110.45741,0.22703276920561583
GW240413_022019,GW240414_054515,1.14230746668522,0.98100364,19.940453,-0.5,-195.98541,-0.4594954,110.97864,0.2741785504652141
GW240413_022019,GW240420_175625,7.650065769727031,0.72702783,2.9790342,0.1,-5.6043515,-0.5430133,122.046486,2.046432155759681
GW240413_022019,GW240426_031451,13.03787188364124,0.5157103,9.489086,-0.5,-44.360363,-0.554607,155.85431,1.325963047954879
GW240413_022019,GW240428_225440,15.857178724170835,0.52348214,13.274777,-0.5,-85.17561,-0.101117276,69.96768,0.882181540953319
GW240413_022019,GW240501_033534,18.05225808300078,0.52348214,12.187194,-0.5,-72.67375,-0.5137256,125.79141,1.0213689468797533
GW240413_022019,GW240505_133552,22.469129009365485,0.3320092,12.262323,-0.5,-73.856155,-0.6742464,144.4238,0.7463576813432964
GW240413_022019,GW240507_041632,24.080700492966507,0.3320092,4.73707,-0.5,-10.042349,-0.59857285,60.094803,1.4568181309644168
GW240413_022019,GW240511_031507,28.038057148346194,0.5727229,8.172618,-0.5,-29.614388,-0.071438186,28.200832,1.5681020361028557
GW240413_022019,GW240512_024139,29.0148068340509,0.5727229,7.3290343,-0.5,-23.998161,-0.39137626,40.10603,1.6306293606008102
GW240413_022019,GW240513_183302,30.675498257398054,0.2735977,18.593779,-0.5,-169.72588,-0.16792348,88.49171,-0.400872131560301
GW240413_022019,GW240514_121713,31.414512671886218,0.2735977,16.490385,-0.5,-133.35323,-0.09361637,102.05249,0.004076746756341398
GW240413_022019,GW240515_005301,31.93936660233471,0.2735977,12.038551,-0.5,-70.8054,-0.39049676,120.11137,0.7004426414821652
GW240413_022019,GW240519_012815,35.96384436017661,0.104784556,6.529198,-0.5,-20.920347,-0.4808693,122.50351,1.0249706480611513
GW240413_022019,GW240520_213616,37.80274453824041,0.104784556,7.2535663,-0.5,-23.847742,-0.36192694,48.47731,0.992378981988307
GW240413_022019,GW240525_031210,42.03600467047482,0.09330103,10.024427,-0.5,-48.955387,-0.62869495,120.26758,0.6971429740969111
GW240413_022019,GW240526_093944,43.30514857029749,0.09330103,7.468744,-0.5,-26.143702,-0.5705471,71.25973,0.9511130984539587
GW240413_022019,GW240527_183429,44.67649560868464,0.09330103,7.4277472,-0.5,-26.772629,-0.55125016,113.065605,0.9441110412586838
GW240413_022019,GW240527_230910,44.86725147565482,0.09330103,37.677868,-0.5,-705.71796,-0.44268242,111.261024,-6.6148143548007825
GW240413_022019,GW240530_012417,46.96108961130734,-0.20667636,15.581979,-0.5,-119.73287,-0.47786558,154.82945,-0.5010779199846147
GW240413_022019,GW240531_040326,48.07160549739721,-0.20667636,3.9851336,-0.5,-6.3904443,-0.6717369,41.96176,0.7608012334542997
GW240413_022019,GW240531_075248,48.230886794303856,-0.20667636,8.605122,-0.5,-35.875973,-0.61685455,110.78617,0.43252898405693874
GW240413_022019,GW240601_061200,49.16088549349595,-0.20667636,11.7194,-0.5,-66.39215,-0.54145944,85.671936,0.09278216728847061
GW240413_022019,GW240601_231004,49.86787260489607,-0.20667636,18.836859,-0.5,-175.49403,-0.49994516,164.89548,-1.1218855827560834
GW240413_022019,GW240612_081540,60.24676892422691,-0.24045733,7.059672,-0.5,-24.209097,-0.70649546,113.125,0.5162233522374136
GW240413_022019,GW240615_113620,63.38612129341397,-0.39246207,55.285595,-0.5,-1523.5554,-0.40945056,120.93352,-16.38437347111103
GW240413_022019,GW240615_160735,63.57448513508119,-0.39246207,8.13662,-0.5,-31.269135,-0.48571146,74.37255,0.22974881490574084
GW240413_022019,GW240618_071627,66.20564031627443,-0.39246207,3.1057324,-0.5,-4.5262504,-0.7634372,61.207493,0.5274862879675265
GW240413_022019,GW240621_195059,69.72962494927424,-0.39246207,37.41692,-0.5,-695.74274,-0.46206146,101.12321,-7.1680580217334455
GW240413_022019,GW240621_200935,69.74254276780067,-0.39246207,4.4048476,-0.5,-7.4288945,-0.47164816,32.32272,0.49517017982138933
GW240413_022019,GW240621_214041,69.80580870603798,-0.39246207,8.622991,-0.5,-36.57604,-0.76995444,145.875,0.17066527965803135
GW240413_022019,GW240622_004008,69.9304231821111,-0.39246207,9.808986,-0.5,-45.328014,-0.29556328,55.842873,0.07322660374853306
GW240413_022019,GW240627_131622,75.45558298990406,-0.38587266,11.949391,-0.5,-69.41754,-0.5547409,101.672,-0.18595886388320623
GW240413_022019,GW240629_145256,77.5226504693815,-0.38587266,25.12796,-0.5,-312.68985,-0.30731255,127.052086,-2.8943908311699373
GW240413_022019,GW240630_101703,78.3310594735736,-0.38587266,10.301816,-0.5,-51.20773,-0.51386565,93.09494,0.016777064914807627
GW240413_022019,GW240703_191355,81.70388250164136,-0.38587266,2.9434829,0.1,-4.748166,-0.5236779,82.842575,0.5340269202745321
GW240413_022019,GW240705_053215,83.13328813103062,-0.38587266,14.250074,-0.5,-99.43078,-0.20411131,113.8956,-0.5201062688332566
GW240413_022019,GW240716_034900,94.061581861592,-0.7066782,3.585715,-0.5,-6.6341925,-0.28530106,90.83135,0.07431430678909257
GW240413_022019,GW240824_205609,133.7748779726608,-1.2459191,17.372887,-0.5,-148.66692,-0.6882387,129.45824,-2.2444177217740524
GW240413_022019,GW240825_055146,134.1468417469771,-1.2459191,10.380645,-0.5,-51.728264,-0.5122413,80.95707,-1.1651672890875528
GW240413_022019,GW240830_211120,139.78542288490743,-1.0487857,12.804304,-0.5,-79.743034,-0.43650958,95.87426,-1.2074769944068304
GW240413_022019,GW240902_143306,142.5088767182965,-1.0487857,9.055586,-0.5,-39.046787,-0.47662106,77.87896,-0.7543920652414221
GW240413_022019,GW240907_153833,147.55432784338515,-1.0487857,10.168059,-0.5,-50.736958,-0.57167196,143.97792,-0.8845426406442568
GW240413_022019,GW240908_082628,148.25426585358878,-1.0487857,15.515844,-0.5,-118.09719,-0.43382132,113.79374,-1.6344866455742042
GW240413_022019,GW240908_125134,148.43836165563377,-1.0487857,7.9920526,-0.5,-30.82816,-0.7101376,104.96117,-0.6628913319149982
GW240413_022019,GW240910_103535,150.34393127927902,-1.0487857,14.618709,-0.5,-104.12426,-0.04045948,85.375595,-1.478921332755784
GW240413_022019,GW240915_001357,154.91224404513008,-1.0487857,9.552093,-0.5,-43.519928,-0.13442564,76.35502,-0.8041930368072956
GW240413_022019,GW240915_105151,155.35522249440905,-1.0487857,6.7570653,-0.5,-22.747559,-0.2171819,148.29057,-0.5729273014687105
GW240413_022019,GW240916_184352,156.6830147914947,-1.0487857,4.246657,-0.5,-7.18181,-0.5581898,38.776005,-0.3996286155764275
GW240413_022019,GW240919_061559,159.16364999093943,-1.0688436,41.73009,-0.5,-866.2193,-0.035792366,101.50217,-9.991010306402533
GW240413_022019,GW240920_073424,160.2181091855273,-1.0688436,15.763968,-0.5,-121.82926,-0.26484317,107.3369,-1.7034670694774676
GW240413_022019,GW240920_124024,160.4306138998601,-1.0688436,13.928232,-0.5,-93.618385,-0.75985706,58.761345,-1.3893859471297731
GW240413_022019,GW240921_201835,161.74879573546903,-1.0688436,2.2837625,0.1,-1.8675874,-0.41158926,36.053852,-0.36789362991945723
GW240413_022019,GW240922_142106,162.50053882814393,-1.0688436,26.55606,-0.5,-349.73438,-0.31153494,143.97693,-4.240810914082471
GW240413_022019,GW240923_204006,163.7637300123578,-1.0688436,8.898573,-0.5,-37.64294,-0.39340872,76.74592,-0.7661926001727507
GW240413_022019,GW240924_000316,163.90482302389486,-1.0688436,11.9121275,-0.5,-69.32537,-0.5024952,120.88451,-1.118923692007757
GW240413_022019,GW240925_005809,164.9429414815235,-1.0688436,39.664627,-0.5,-782.776,-0.58280486,131.2466,-9.062008159743536
GW240413_022019,GW240930_035959,170.06921444164934,-1.0688436,20.42788,-0.5,-206.03026,-0.114312395,126.06053,-2.6409049220279046
GW240413_022019,GW240930_234614,170.89299861849457,-1.0688436,8.233401,-0.5,-31.515226,-0.4186987,57.275684,-0.697970709148285
GW240413_022019,GW241002_030559,172.03171103452644,-1.0688436,9.775104,-0.5,-46.495167,-0.39776903,117.74803,-0.8647473955773153
GW240413_022019,GW241006_015333,175.98140817401034,-1.0688436,17.65009,-0.5,-152.8651,-0.038651437,94.74312,-2.048999402920799
GW240413_022019,GW241007_082943,177.25652027358888,-1.0688436,9.045073,-0.5,-38.604706,-0.58701366,65.40016,-0.7769002547852164
GW240413_022019,GW241009_022835,179.00573894511496,-1.0688436,2.300893,0.1,-1.9202669,-0.71105,36.568672,-0.368480127514713
GW240413_022019,GW241009_084816,179.2694092978206,-1.0688436,13.164645,-0.5,-84.26645,-0.34424147,91.201744,-1.2852677122512475
GW240413_022019,GW241009_220455,179.82263519524147,-1.0688436,11.852272,-0.5,-68.2962,-0.53759736,102.59815,-1.1074656296571512
GW240413_022019,GW241011_233834,181.887675004033,-1.0688436,31.20692,-0.5,-483.13696,-0.7029641,106.7455,-5.72602653937469
GW240413_022019,GW241101_220523,202.82295405942256,-1.2622733,2.5849524,0.1,-3.6233082,-0.47762308,68.04403,-0.6519637786469274
GW240413_022019,GW241102_124058,203.43100639349885,-1.2622733,43.197395,-0.5,-928.9596,-0.20422755,130.47041,-10.954042120283031
GW240413_022019,GW241102_144729,203.51886459912416,-1.2622733,13.422467,-0.5,-88.24972,-0.36032817,122.7835,-1.5941378978651741
GW240413_022019,GW241109_033317,210.0506731949857,-1.2622733,4.976789,-0.5,-12.642125,-0.44796637,129.4156,-0.7523732839236063
GW240413_022019,GW241109_115924,210.40214199949745,-1.2622733,4.3340592,-0.5,-9.716006,-0.3699247,116.48683,-0.7197958241662528
GW240413_022019,GW241110_124123,211.43129435938542,-1.2622733,9.939931,-0.5,-46.507416,-0.52273315,53.463425,-1.1294068903291956
GW240413_022019,GW241111_111552,212.37190666258059,-1.2622733,14.543056,-0.5,-103.16213,-0.0924319,91.135826,-1.7601627962713005
GW240413_022019,GW241113_163507,214.59360722271106,-1.2622733,3.0128489,0.1,-5.0044665,-0.31308052,86.92912,-0.6673406764843508
GW240413_022019,GW241114_024711,215.01865676712106,-1.2622733,13.892645,-0.5,-94.79202,-0.4669087,134.9987,-1.666975567315155
GW240413_022019,GW241114_235258,215.89766565084182,-1.4549596,2.4478679,0.1,-3.3099103,-0.31915018,65.46047,-0.9119811224406509
GW240413_022019,GW241116_151753,217.53997484712414,-1.4549596,8.4635515,-0.5,-35.210056,-0.6397126,142.9018,-1.2671361164228025
GW240413_022019,GW241124_024914,225.02007536015853,-1.4549596,3.0289018,0.1,-3.8944268,-0.7042023,48.966698,-0.9184887403984234
GW240413_022019,GW241125_010116,225.94510354031843,-1.4549596,5.607845,-0.5,-14.6257105,-0.53724015,74.01954,-1.0379637103392478
GW240413_022019,GW241127_061008,228.1595879359019,-1.4549596,22.904451,-0.5,-258.5457,-0.5557789,79.83738,-3.7536063595544977
GW240413_022019,GW241129_021832,229.99875906963868,-1.4549596,13.943459,-0.5,-94.58811,-0.060543053,85.91396,-1.9282118671276267
GW240413_022019,GW241130_034908,231.06167560046194,-1.4549596,11.821662,-0.5,-67.374695,-0.24663757,77.37392,-1.6252357939934383
GW240413_022019,GW241130_110422,231.36391525004748,-1.4549596,11.934951,-0.5,-69.449486,-0.5096012,112.475655,-1.6483351355706668
GW240413_022019,GW241201_055758,232.15114342106713,-1.4549596,6.111236,-0.5,-17.897865,-0.6741344,94.77912,-1.074393704135674
GW240413_022019,GW241210_060606,241.15679412450228,-1.4549596,10.418946,-0.5,-52.464684,-0.32146242,96.22088,-1.4592376518765773
GW240413_022019,GW241210_120900,241.40880560849828,-1.4549596,10.495294,-0.5,-54.280376,-0.7052551,161.19348,-1.479452368178905
GW240413_022019,GW241225_042553,256.0871922468035,-0.2470929,4.767253,-0.5,-10.706196,-0.038459193,78.451546,0.6574812405980851
GW240413_022019,GW241225_082815,256.2555073066387,-0.2470929,17.47045,-0.5,-150.77583,-0.023398338,159.74359,-0.9019608754381847
GW240413_022019,GW241229_155844,260.56834389450097,-0.2470929,4.678931,-0.5,-10.577679,-0.7683144,88.95213,0.6589120650192717
GW240413_022019,GW241230_084504,261.26718413925835,-0.2470929,1.2206568,0.5,-1.17725,-0.43448532,34.632816,0.7635701810295534
GW240413_022019,GW241230_233618,261.8860906377269,-0.2470929,11.685217,-0.5,-66.63109,-0.4953621,117.575554,0.034850710062242884
GW240413_022019,GW241231_054133,262.139743001232,-0.2470929,22.605158,-0.5,-251.8873,-0.006280817,85.01483,-2.027668635408706
GW240413_022019,GW250101_011205,262.9526065620228,-0.2470929,10.337765,-0.5,-51.658226,-0.57279515,97.20867,0.2015485928488418
GW240413_022019,GW250104_015122,265.9798900074898,-0.2470929,8.126571,-0.5,-31.545202,-0.41605112,88.83153,0.4254736128165942
GW240413_022019,GW250108_152221,270.5430772400923,-0.2470929,14.187633,-0.5,-98.756905,-0.42523834,126.20203,-0.32281674726100734
GW240413_022019,GW250109_010541,270.9481671921247,-0.2470929,14.224603,-0.5,-98.891815,-0.35817865,104.09845,-0.32431875190569964
GW240413_022019,GW250109_074552,271.22607111039815,-0.2470929,5.861488,-0.5,-17.49313,-0.46735293,156.80412,0.5819200357227006
GW240413_022019,GW250114_082203,276.2511966093657,-0.2470929,11.000609,-0.5,-56.307224,-1.4989012,30.799507,0.14978974043355606
GW240413_022019,GW250116_015318,277.98123310947585,-0.2470929,4.391873,-0.5,-8.817068,-0.78015316,66.38303,0.678513531418669
