waveform,time,sky,macro_r_at_1,macro_r_at_5,macro_r_at_10,macro_median_rank,pm_r_at_1,pm_r_at_5,pm_r_at_10,pm_median_rank,sis_r_at_1,sis_r_at_5,sis_r_at_10,sis_median_rank
0.25,0.25,0.5,0.30833333333333335,0.6000000000000001,0.711111111111111,3.5,0.3,0.5888888888888889,0.6944444444444444,3.5,0.31666666666666665,0.6111111111111112,0.7277777777777777,3.5
4.0,2.0,1.0,0.30833333333333335,0.5916666666666667,0.7027777777777777,3.25,0.29444444444444445,0.6111111111111112,0.7055555555555556,3.0,0.32222222222222224,0.5722222222222222,0.7,3.5
2.0,1.0,0.5,0.30833333333333335,0.5916666666666667,0.7027777777777777,3.25,0.29444444444444445,0.6111111111111112,0.7055555555555556,3.0,0.32222222222222224,0.5722222222222222,0.7,3.5
1.0,0.5,0.25,0.30833333333333335,0.5916666666666667,0.7027777777777777,3.25,0.29444444444444445,0.6111111111111112,0.7055555555555556,3.0,0.32222222222222224,0.5722222222222222,0.7,3.5
0.5,1.0,4.0,0.2638888888888889,0.5527777777777778,0.6777777777777778,4.0,0.26666666666666666,0.5333333333333333,0.6611111111111111,4.0,0.2611111111111111,0.5722222222222222,0.6944444444444444,4.0
0.25,0.5,2.0,0.2638888888888889,0.5527777777777778,0.6777777777777778,4.0,0.26666666666666666,0.5333333333333333,0.6611111111111111,4.0,0.2611111111111111,0.5722222222222222,0.6944444444444444,4.0
4.0,2.0,0.5,0.28888888888888886,0.5555555555555556,0.6666666666666667,4.25,0.2722222222222222,0.5722222222222222,0.6888888888888889,4.0,0.3055555555555556,0.5388888888888889,0.6444444444444445,4.5
2.0,1.0,0.25,0.28888888888888886,0.5555555555555556,0.6666666666666667,4.25,0.2722222222222222,0.5722222222222222,0.6888888888888889,4.0,0.3055555555555556,0.5388888888888889,0.6444444444444445,4.5
4.0,4.0,4.0,0.25,0.5361111111111111,0.6555555555555556,4.5,0.2388888888888889,0.5444444444444444,0.6388888888888888,5.0,0.2611111111111111,0.5277777777777778,0.6722222222222223,4.0
2.0,2.0,2.0,0.25,0.5361111111111111,0.6555555555555556,4.5,0.2388888888888889,0.5444444444444444,0.6388888888888888,5.0,0.2611111111111111,0.5277777777777778,0.6722222222222223,4.0
1.0,1.0,1.0,0.25,0.5361111111111111,0.6555555555555556,4.5,0.2388888888888889,0.5444444444444444,0.6388888888888888,5.0,0.2611111111111111,0.5277777777777778,0.6722222222222223,4.0
0.5,0.5,0.5,0.25,0.5361111111111111,0.6555555555555556,4.5,0.2388888888888889,0.5444444444444444,0.6388888888888888,5.0,0.2611111111111111,0.5277777777777778,0.6722222222222223,4.0
0.25,0.25,0.25,0.25,0.5361111111111111,0.6555555555555556,4.5,0.2388888888888889,0.5444444444444444,0.6388888888888888,5.0,0.2611111111111111,0.5277777777777778,0.6722222222222223,4.0
4.0,2.0,0.25,0.26944444444444443,0.5416666666666667,0.6444444444444444,4.25,0.2388888888888889,0.5555555555555556,0.6555555555555556,4.0,0.3,0.5277777777777778,0.6333333333333333,4.5
0.25,1.0,4.0,0.2222222222222222,0.4722222222222222,0.6222222222222222,6.0,0.23333333333333334,0.46111111111111114,0.6111111111111112,6.0,0.2111111111111111,0.48333333333333334,0.6333333333333333,6.0
1.0,2.0,4.0,0.2222222222222222,0.4722222222222222,0.6166666666666667,6.0,0.2222222222222222,0.4777777777777778,0.5944444444444444,6.0,0.2222222222222222,0.4666666666666667,0.6388888888888888,6.0
0.5,1.0,2.0,0.2222222222222222,0.4722222222222222,0.6166666666666667,6.0,0.2222222222222222,0.4777777777777778,0.5944444444444444,6.0,0.2222222222222222,0.4666666666666667,0.6388888888888888,6.0
0.25,0.5,1.0,0.2222222222222222,0.4722222222222222,0.6166666666666667,6.0,0.2222222222222222,0.4777777777777778,0.5944444444444444,6.0,0.2222222222222222,0.4666666666666667,0.6388888888888888,6.0
4.0,4.0,2.0,0.2111111111111111,0.475,0.6,6.5,0.2111111111111111,0.45555555555555555,0.5944444444444444,7.0,0.2111111111111111,0.49444444444444446,0.6055555555555555,6.0
2.0,2.0,1.0,0.2111111111111111,0.475,0.6,6.5,0.2111111111111111,0.45555555555555555,0.5944444444444444,7.0,0.2111111111111111,0.49444444444444446,0.6055555555555555,6.0
1.0,1.0,0.5,0.2111111111111111,0.475,0.6,6.5,0.2111111111111111,0.45555555555555555,0.5944444444444444,7.0,0.2111111111111111,0.49444444444444446,0.6055555555555555,6.0
0.5,0.5,0.25,0.2111111111111111,0.475,0.6,6.5,0.2111111111111111,0.45555555555555555,0.5944444444444444,7.0,0.2111111111111111,0.49444444444444446,0.6055555555555555,6.0
4.0,4.0,1.0,0.18333333333333335,0.44999999999999996,0.5638888888888889,7.0,0.16111111111111112,0.42777777777777776,0.5611111111111111,7.0,0.20555555555555555,0.4722222222222222,0.5666666666666667,7.0
2.0,2.0,0.5,0.18333333333333335,0.44999999999999996,0.5638888888888889,7.0,0.16111111111111112,0.42777777777777776,0.5611111111111111,7.0,0.20555555555555555,0.4722222222222222,0.5666666666666667,7.0
1.0,1.0,0.25,0.18333333333333335,0.44999999999999996,0.5638888888888889,7.0,0.16111111111111112,0.42777777777777776,0.5611111111111111,7.0,0.20555555555555555,0.4722222222222222,0.5666666666666667,7.0
0.5,2.0,4.0,0.17222222222222222,0.39444444444444443,0.5638888888888889,9.0,0.16666666666666666,0.37777777777777777,0.5722222222222222,9.0,0.17777777777777778,0.4111111111111111,0.5555555555555556,9.0
0.25,1.0,2.0,0.17222222222222222,0.39444444444444443,0.5638888888888889,9.0,0.16666666666666666,0.37777777777777777,0.5722222222222222,9.0,0.17777777777777778,0.4111111111111111,0.5555555555555556,9.0
2.0,4.0,4.0,0.17222222222222222,0.40555555555555556,0.5611111111111111,8.0,0.16666666666666666,0.4,0.5666666666666667,8.0,0.17777777777777778,0.4111111111111111,0.5555555555555556,8.0
1.0,2.0,2.0,0.17222222222222222,0.40555555555555556,0.5611111111111111,8.0,0.16666666666666666,0.4,0.5666666666666667,8.0,0.17777777777777778,0.4111111111111111,0.5555555555555556,8.0
