r_at_1,r_at_5,r_at_10,family,split,median_true_rank,n_eval_events
0.5888888888888889,0.8111111111111111,0.8666666666666667,SIS,val,1.0,270
0.5666666666666667,0.8333333333333334,0.8944444444444445,SIS,test,1.0,270
0.6555555555555556,0.8777777777777778,0.9166666666666666,PM,val,1.0,270
0.6611111111111111,0.8666666666666667,0.9111111111111111,PM,test,1.0,270
