rank,event_i,event_j,final_score,waveform_score,time_score,healpix_sky_score,delta_t_days,healpix_overlap,waveform_available,full_waveform_scored,pair_has_ood,object_class_i,object_class_j,detector_coverage,snr_ratio,snr_score,empirical_catalog_tail_rank_fraction
50,GW230831_015414,GW231230_170116,6.5847583,0.9565872848033905,-1.0540919,-0.7896914,121.62989467592703,0.4539848864078522,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.048780487804878,-0.7915436,0.01434308663224326
51,GW231230_170116,GW231231_154016,6.555588,0.6787752211093903,1.9103365,-0.8321526,0.9437465277783297,0.4351116418838501,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.6341463414634148,0.5960307,0.014629948364888123
52,GW230704_212616,GW231029_111508,6.5356903,,-1.0540919,-0.75517637,116.57560300925816,0.46992772817611694,False,False,False,BBH,BBH,"H1,L1 | L1",1.2413793103448278,-0.50567925,0.01491681009753299
53,GW231230_170116,GW240104_164932,6.5227184,0.7849443256855011,0.6520675,-0.7301661,4.991847222221119,0.4818289577960968,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.804878048780488,0.9463326,0.015203671830177854
54,GW230707_124047,GW240109_050431,6.454832,,0.062050734,-1.3875532,185.68315393518517,0.24968549609184265,False,False,False,BBH,BBH,"H1,L1 | H1",1.1442307692307692,-0.7520128,0.01549053356282272
55,GW230814_230901,GW240109_050431,6.440244,,-0.91269135,-0.74772096,147.246875,0.4734443128108978,False,False,False,BBH,BBH,"H1,L1 | H1",4.134615384615384,0.49845973,0.015777395295467584
56,GW230819_171910,GW231008_142521,6.434946,0.9902644753456116,-0.46470466,-0.7144394,49.879298611109455,0.48946642875671387,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.064516129032258,-0.9062731,0.01606425702811245
57,GW231224_024321,GW240109_050431,6.411328,,0.36398852,-1.8833594,16.09803009259204,0.15207834541797638,False,False,False,BBH,BBH,"H1,L1 | H1",1.346153846153846,-0.3299174,0.016351118760757316
58,GW230930_110730,GW231001_140220,6.391587,0.923839807510376,1.7980692,-1.4076262,1.1214155092587073,0.24472352862358093,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2777777777777777,-0.50567925,0.01663798049340218
59,GW230704_212616,GW231108_125142,6.389996,0.999114453792572,-1.0540919,-0.9759648,126.64265972222167,0.3768286108970642,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.4482758620689655,0.33563223,0.016924842226047045
60,GW230729_082317,GW230922_040658,6.368164,0.9791330993175507,-0.48126355,-0.6760293,54.82200115740575,0.5086326003074646,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.3157894736842106,-0.3299174,0.01721170395869191
61,GW230704_212616,GW230911_195324,6.250857,0.782751202583313,-0.76458937,-0.74634635,68.93550347222222,0.47409558296203613,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2758620689655173,-0.50567925,0.017498565691336777
62,GW231029_111508,GW231102_071736,6.2103615,,0.72371477,-1.6799138,3.8350416666683222,0.18639005720615387,False,False,False,BBH,BBH,"L1 | H1,L1",1.4444444444444444,0.33563223,0.01778542742398164
63,GW230608_205047,GW231102_071736,6.180449,0.9869595766067505,-0.91269135,-1.584478,146.4352916666672,0.20505480468273163,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.5294117647058825,0.21949525,0.018072289156626505
64,GW230707_124047,GW231113_122623,6.1770797,0.9591025412082672,-1.0540919,-1.4761215,128.9900069444461,0.22852228581905365,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.3837209302325582,0.049324512,0.01835915088927137
65,GW230708_230935,GW231102_071736,6.17661,0.992290198802948,-1.0540919,-1.5844748,116.33889930555667,0.20505546033382416,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.56,0.21949525,0.018646012621916237
66,GW230708_230935,GW230820_212515,6.174522,0.9851782023906708,-0.46470466,-0.46240926,42.92755208333333,0.6297645568847656,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.075268817204301,-0.9062731,0.0189328743545611
67,GW231102_071736,GW231119_075248,6.095751,0.9793585538864136,0.36398852,-1.7694126,17.024440972220013,0.17043305933475494,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.8795180722891565,0.9804751,0.019219736087205966
68,GW230914_111401,GW231001_140220,6.089816,0.9630816578865051,0.36398852,-1.2118189,17.116886574074073,0.2976553738117218,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.4956521739130435,0.21949525,0.019506597819850834
69,GW230930_110730,GW240109_050431,6.087962,,-0.98785776,-1.0185153,100.74793287036871,0.3611307144165039,False,False,False,BBH,BBH,"H1,L1 | H1",1.1555555555555557,-0.7520128,0.019793459552495698
70,GW230814_230901,GW231230_170116,6.0383906,0.6165618002414703,-1.0540919,-0.8465999,137.7446203703709,0.42887067794799805,True,True,False,BBH,BBH,"H1,L1 | H1,L1",5.2439024390243905,1.0820447,0.020080321285140562
71,GW230628_231200,GW230704_212616,6.027129,0.9765637814998627,0.60855174,-1.9362079,5.926577546295745,0.14424993097782135,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.8850574712643677,0.9804751,0.020367183017785426
72,GW231223_202619,GW231230_170116,5.996189,0.762557715177536,0.60855174,-0.7138787,6.857615740740741,0.4897409677505493,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2317073170731707,-0.50567925,0.020654044750430294
73,GW231119_075248,GW231129_081745,5.9681535,0.9870770871639252,0.5091429,-1.7741017,10.017332175925926,0.16963575780391693,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1325301204819276,-0.7520128,0.02094090648307516
74,GW230608_205047,GW230924_124453,5.953506,0.9988933205604553,-0.98785776,-0.9179768,107.66257638888779,0.3993261456489563,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.323529411764706,-0.3299174,0.021227768215720023
75,GW230819_171910,GW231119_075248,5.913306,0.9829711318016052,-0.98785776,-1.3339336,91.60668634259038,0.26343896985054016,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1927710843373494,-0.65255636,0.021514629948364887
76,GW230928_215827,GW231113_200417,5.8563128,0.8769846856594086,-0.46470466,-0.85839635,45.920726851854056,0.4238412380218506,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.0,-0.7915436,0.021801491681009755
77,GW230930_110730,GW231223_032836,5.8542843,0.9696034789085388,-0.76458937,-1.4079233,83.68131597222002,0.24465081095695496,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1333333333333333,-0.7520128,0.02208835341365462
78,GW230726_002940,GW231230_170116,5.83581,0.6149729192256927,-0.91269135,-0.8333303,157.68862152777888,0.43459954857826233,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2804878048780488,-0.50567925,0.022375215146299483
79,GW230518_125908,GW230811_032116,5.8076787,,-0.76458937,-1.1902461,84.59870486111001,0.304146409034729,True,False,True,NSBH_or_low_mass_OOD,BBH,"H1,L1 | H1,L1",1.036764705882353,-0.7915436,0.022662076878944348
80,GW230930_110730,GW231005_091549,5.779466,0.9582713544368744,0.6520675,-1.6008313,4.922443287035933,0.20172876119613647,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2222222222222223,-0.50567925,0.022948938611589215
81,GW231119_075248,GW231224_024321,5.759741,0.9770890474319458,-0.21233524,-2.319531,34.78511458333444,0.09831968694925308,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.686746987951807,0.75670844,0.02323580034423408
82,GW230930_110730,GW231029_111508,5.751825,,0.09791964,-1.3045064,29.0053055555539,0.27130642533302307,False,False,False,BBH,BBH,"H1,L1 | L1",1.2000000000000002,-0.65255636,0.023522662076878944
83,GW230806_204041,GW231104_133418,5.7280326,0.9947735667228699,-0.98785776,-1.4930962,89.70390046296296,0.22467593848705292,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2553191489361701,-0.50567925,0.023809523809523808
84,GW230919_215712,GW231113_122623,5.701976,0.9446942210197449,-0.48126355,-1.5420934,54.603609953704805,0.21393278241157532,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.9534883720930234,1.032242,0.024096385542168676
85,GW230608_205047,GW231129_081745,5.6881332,0.9769107103347778,-0.91269135,-1.6302127,173.47706481481316,0.19588790833950043,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.0851063829787233,-0.9062731,0.02438324727481354
86,GW230708_053705,GW230928_215827,5.682343,0.9379769563674927,-0.76458937,-1.2775027,82.68150462962963,0.2787325382232666,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1797752808988764,-0.65255636,0.024670109007458405
87,GW230729_082317,GW231118_005626,5.666964,0.9739415347576141,-0.98785776,-0.8828037,111.68969444444335,0.4136216342449188,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1263157894736842,-0.7520128,0.02495697074010327
88,GW230928_215827,GW231230_170116,5.6644683,0.9346531629562378,-0.98785776,-1.2245146,92.79363310185296,0.2939003109931946,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2804878048780488,-0.50567925,0.025243832472748137
89,GW231005_091549,GW231129_081745,5.6622024,0.9639769792556763,-0.48126355,-1.6538817,54.95967708333223,0.19130589067935944,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1702127659574468,-0.65255636,0.025530694205393
90,GW231029_111508,GW231104_133418,5.6617765,,0.60855174,-1.5830433,6.096644675927582,0.20534920692443848,False,False,False,BBH,BBH,"L1 | H1,L1",1.0925925925925926,-0.9062731,0.025817555938037865
91,GW230707_124047,GW231223_032836,5.654075,0.9680188596248627,-0.91269135,-1.7025278,168.6165370370365,0.18222233653068542,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1666666666666667,-0.65255636,0.02610441767068273
92,GW231102_071736,GW231129_081745,5.639577,0.9967596530914307,0.09791964,-1.9421242,27.04177314814594,0.14339901506900787,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.6595744680851063,0.75670844,0.026391279403327597
93,GW230820_212515,GW231001_140220,5.6280465,0.9913018047809601,-0.46470466,-0.97128505,41.69241550925981,0.3785962164402008,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2365591397849462,-0.50567925,0.02667814113597246
94,GW231119_075248,GW231223_032836,5.6061263,0.977131575345993,-0.21233524,-1.4927584,33.81652777777778,0.22475184500217438,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.2289156626506021,-0.50567925,0.026965002868617326
95,GW230704_212616,GW231104_133418,5.5978723,0.9880828261375427,-1.0540919,-1.5141975,122.67224768518574,0.21998466551303864,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.35632183908046,0.049324512,0.02725186460126219
96,GW230922_040658,GW230927_043729,5.579214,0.9870575666427612,0.6520675,-1.0804937,5.02119212962963,0.3394279181957245,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.0330578512396695,-0.7915436,0.027538726333907058
97,GW230518_125908,GW230624_113103,5.5151334,,-0.21233524,-1.5801451,36.93883680555555,0.2059452086687088,True,False,True,NSBH_or_low_mass_OOD,BBH,"H1,L1 | H1,L1",1.2368421052631577,-0.50567925,0.027825588066551922
98,GW230924_124453,GW231102_071736,5.513317,0.9884014427661896,-0.21233524,-1.9082115,38.77271527777943,0.1483454704284668,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.1555555555555554,-0.7520128,0.028112449799196786
99,GW230704_212616,GW230927_153832,5.504072,0.9797394871711731,-0.76458937,-1.2199878,84.75852083333389,0.2952337861061096,True,True,False,BBH,BBH,"H1,L1 | H1,L1",2.3333333333333335,0.9774252,0.028399311531841654
100,GW231102_071736,GW231114_043211,5.4735956,0.9943132400512695,0.5091429,-2.0468535,11.885124999999448,0.12914058566093445,True,True,False,BBH,BBH,"H1,L1 | H1,L1",1.56,0.21949525,0.02868617326448652
