event_name,detector,local_path,source_local_path,download_status,sampling_rate,duration,gps_start
GW230603_174756,H1,data/real_strain/GW230603_174756/H-H1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230603_174756/H-H1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,available_symlink,4096,4096.0,1369845760.0
GW230603_174756,L1,data/real_strain/GW230603_174756/L-L1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230603_174756/L-L1_GWOSC_O4a_4KHZ_R1-1369845760-4096.hdf5,available_symlink,4096,4096.0,1369845760.0
GW230605_065343,H1,data/real_strain/GW230605_065343/H-H1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230605_065343/H-H1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,available_symlink,4096,4096.0,1369980928.0
GW230605_065343,L1,data/real_strain/GW230605_065343/L-L1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230605_065343/L-L1_GWOSC_O4a_4KHZ_R1-1369980928-4096.hdf5,available_symlink,4096,4096.0,1369980928.0
GW230606_004305,H1,data/real_strain/GW230606_004305/H-H1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_004305/H-H1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,available_symlink,4096,4096.0,1370046464.0
GW230606_004305,L1,data/real_strain/GW230606_004305/L-L1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_004305/L-L1_GWOSC_O4a_4KHZ_R1-1370046464-4096.hdf5,available_symlink,4096,4096.0,1370046464.0
GW230606_024545,H1,data/real_strain/GW230606_024545/H-H1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_024545/H-H1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,available_symlink,4096,4096.0,1370054656.0
GW230606_024545,L1,data/real_strain/GW230606_024545/L-L1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_024545/L-L1_GWOSC_O4a_4KHZ_R1-1370054656-4096.hdf5,available_symlink,4096,4096.0,1370054656.0
GW230606_065320,H1,data/real_strain/GW230606_065320/H-H1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_065320/H-H1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,available_symlink,4096,4096.0,1370066944.0
GW230606_065320,L1,data/real_strain/GW230606_065320/L-L1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230606_065320/L-L1_GWOSC_O4a_4KHZ_R1-1370066944-4096.hdf5,available_symlink,4096,4096.0,1370066944.0
