dataset,snr_group,n_null_pairs,final_score_min,final_score_median,final_score_p90,final_score_p99,final_score_max
real_gwtc3_null_catalog,all,1953,-13.693611145019531,1.376187801361084,3.2135521411895747,6.165797328948975,10.267932891845703
real_gwtc3_null_catalog,low_snr_lt8,0,,,,,
real_gwtc3_null_catalog,high_snr_ge8,1953,-13.693611145019531,1.376187801361084,3.2135521411895747,6.165797328948975,10.267932891845703
real_gwtc4p1_null_catalog,all,3486,-27.616792678833008,1.3561722040176392,3.6410012245178223,7.373913097381592,16.652652740478516
real_gwtc4p1_null_catalog,low_snr_lt8,0,,,,,
real_gwtc4p1_null_catalog,high_snr_ge8,3486,-27.616792678833008,1.3561722040176392,3.6410012245178223,7.373913097381592,16.652652740478516
