R10_mean,R10_std,R1_mean,R1_std,R50_mean,R50_std,background_density_events_per_yr,base_positive_rate_mean,budget,enrichment_mean,enrichment_std,experiment,false_candidates_mean,false_candidates_std,lens_fraction,median_rank_mean,median_rank_std,method,n_events_mean,n_seeds,n_true_pairs_mean,precision_mean,precision_std,recall_mean,recall_std,true_recovered_mean,true_recovered_std
,,,,,,,1.2941897114157351e-07,50.0,2295738.5592105263,2063740.887135873,rarity_fixed_budget_scan,35.0,13.228756555322953,0.001,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.3,0.2645751311064591,0.27721547458389567,0.24870524699266217,15.0,13.228756555322953
,,,,,,,1.2941897114157351e-07,50.0,1431157.8209109313,840756.867552056,rarity_fixed_budget_scan,40.666666666666664,5.507570547286101,0.001,,,calibrated surrogate waveform_embedding only,28802.333333333332,3,53.666666666666664,0.18666666666666668,0.11015141094572205,0.17273954116059373,0.10156988915430519,9.333333333333334,5.507570547286102
,,,,,,,1.2941897114157351e-07,50.0,0.0,0.0,rarity_fixed_budget_scan,50.0,0.0,0.001,,,time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,1.2941897114157351e-07,100.0,1227808.7721052633,1134866.292245665,rarity_fixed_budget_scan,84.0,14.422205101855956,0.001,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.16,0.1442220510185596,0.29644624381466483,0.2733262762177682,16.0,14.422205101855956
,,,,,,,1.2941897114157351e-07,100.0,715578.9104554657,420378.433776028,rarity_fixed_budget_scan,90.66666666666667,5.507570547286103,0.001,,,calibrated surrogate waveform_embedding only,28802.333333333332,3,53.666666666666664,0.09333333333333334,0.055075705472861024,0.17273954116059373,0.10156988915430519,9.333333333333334,5.507570547286102
,,,,,,,1.2941897114157351e-07,100.0,0.0,0.0,rarity_fixed_budget_scan,100.0,0.0,0.001,,,time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,1.2941897114157351e-07,200.0,613904.3860526318,567433.1461228327,rarity_fixed_budget_scan,184.0,14.422205101855956,0.001,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.08,0.0721110255092798,0.29644624381466483,0.2733262762177682,16.0,14.422205101855956
,,,,,,,1.2941897114157351e-07,200.0,357789.45522773283,210189.216888014,rarity_fixed_budget_scan,190.66666666666666,5.5075705472861,0.001,,,calibrated surrogate waveform_embedding only,28802.333333333332,3,53.666666666666664,0.04666666666666667,0.027537852736430512,0.17273954116059373,0.10156988915430519,9.333333333333334,5.507570547286102
,,,,,,,1.2941897114157351e-07,200.0,0.0,0.0,rarity_fixed_budget_scan,200.0,0.0,0.001,,,time_delay + sky_localization,28802.333333333332,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,1.2158806327182906e-05,50.0,41438.133783175894,9007.286019114123,rarity_fixed_budget_scan,25.0,4.358898943540674,0.01,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,2972.0,3,53.666666666666664,0.5,0.08717797887081347,0.46952316689158796,0.10319935060326964,25.0,4.358898943540674
,,,,,,,1.2158806327182906e-05,50.0,16245.483702204227,9240.754013546211,rarity_fixed_budget_scan,40.333333333333336,5.033222956847165,0.01,,,calibrated surrogate waveform_embedding only,2972.0,3,53.666666666666664,0.19333333333333333,0.10066445913694332,0.18308591992802514,0.10074471085471932,9.666666666666666,5.033222956847166
,,,,,,,1.2158806327182906e-05,50.0,0.0,0.0,rarity_fixed_budget_scan,50.0,0.0,0.01,,,time_delay + sky_localization,2972.0,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,1.2158806327182906e-05,100.0,29493.20313090419,5663.2291903050545,rarity_fixed_budget_scan,64.0,7.937253933193772,0.01,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,2972.0,3,53.666666666666664,0.36000000000000004,0.07937253933193769,0.6703778677462888,0.14472740454117422,36.0,7.937253933193772
,,,,,,,1.2158806327182906e-05,100.0,8963.901081871345,5018.759070975383,rarity_fixed_budget_scan,89.33333333333333,5.507570547286104,0.01,,,calibrated surrogate waveform_embedding only,2972.0,3,53.666666666666664,0.10666666666666667,0.05507570547286102,0.20231668915879442,0.11027607190875811,10.666666666666666,5.507570547286102
,,,,,,,1.2158806327182906e-05,100.0,0.0,0.0,rarity_fixed_budget_scan,100.0,0.0,0.01,,,time_delay + sky_localization,2972.0,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,1.2158806327182906e-05,200.0,18835.207817139002,1501.2591874562015,rarity_fixed_budget_scan,154.33333333333334,1.1547005383792495,0.01,,,calibrated surrogate waveform_embedding + time_delay + sky_localization,2972.0,3,53.666666666666664,0.22833333333333336,0.005773502691896251,0.8529014844804319,0.058199114001128725,45.666666666666664,1.154700538379251
,,,,,,,1.2158806327182906e-05,200.0,5023.41997525866,2338.724220994536,rarity_fixed_budget_scan,188.0,5.0,0.01,,,calibrated surrogate waveform_embedding only,2972.0,3,53.666666666666664,0.06,0.025,0.22683310841205576,0.1021149412110345,12.0,5.0
,,,,,,,1.2158806327182906e-05,200.0,0.0,0.0,rarity_fixed_budget_scan,200.0,0.0,0.01,,,time_delay + sky_localization,2972.0,3,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
