detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,liao_label,liao_delay_count,observed_sky_label,a90_ref_deg2,test_a90_median_deg2,test_a90_p90_deg2,weight_grid,component_keys,val_selected_r@1,val_selected_r@5,val_selected_r@10,lambda_waveform,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_raw_time,lambda_liao_time_lr,lambda_observed_sky_step,lambda_observed_sky_log_overlap
ET3,noisy,stage7_modality_combinations,raw_time_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","raw_time,observed_sky_log_overlap",0.6048333333333333,0.7383333333333333,0.8018333333333333,,6000,0.6025,0.7308333333333333,0.7916666666666666,0.9496666666666667,0.9911666666666666,1.0,1.0,90,0.9868333333333333,450,1.0,900,1.0,0.25,,,4.0
ET3,noisy,stage7_modality_combinations,raw_time_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","raw_time,observed_sky_log_overlap",0.6048333333333333,0.7383333333333333,0.8018333333333333,,3000,0.237,0.46166666666666667,0.5833333333333334,0.8993333333333333,0.9823333333333333,1.0,7.0,90,0.9736666666666667,450,1.0,900,1.0,0.25,,,4.0
ET3,noisy,stage7_modality_combinations,raw_time_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","raw_time,observed_sky_log_overlap",0.6048333333333333,0.7383333333333333,0.8018333333333333,,3000,0.968,1.0,1.0,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,0.25,,,4.0
ET3,noisy,stage7_modality_combinations,raw_time_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","raw_time,observed_sky_log_overlap",0.6048333333333333,0.7383333333333333,0.8018333333333333,,6000,0.6025,0.7308333333333333,0.7916666666666667,0.9496666666666667,0.9911666666666666,1.0,4.0,90,0.9868333333333333,450,1.0,900,1.0,0.25,,,4.0
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_step,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_step",0.7015,0.9335,0.9765,,6000,0.7148333333333333,0.9465,0.9808333333333333,0.995,0.9971666666666666,1.0,1.0,90,0.9966666666666667,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_step,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_step",0.7015,0.9335,0.9765,,3000,0.589,0.9053333333333333,0.9666666666666667,0.99,0.9943333333333333,1.0,1.0,90,0.9933333333333333,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_step,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_step",0.7015,0.9335,0.9765,,3000,0.8406666666666667,0.9876666666666667,0.995,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_step,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_step",0.7015,0.9335,0.9765,,6000,0.7148333333333333,0.9465,0.9808333333333333,0.995,0.9971666666666666,1.0,1.0,90,0.9966666666666666,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_log_overlap",0.6321666666666667,0.7931666666666667,0.8411666666666666,,6000,0.6323333333333333,0.7823333333333333,0.833,0.9435,0.9831666666666666,1.0,1.0,90,0.979,450,1.0,900,1.0,,0.25,,4.0
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_log_overlap",0.6321666666666667,0.7931666666666667,0.8411666666666666,,3000,0.30866666666666664,0.5646666666666667,0.666,0.887,0.9663333333333334,1.0,4.0,90,0.958,450,1.0,900,1.0,,0.25,,4.0
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_log_overlap",0.6321666666666667,0.7931666666666667,0.8411666666666666,,3000,0.956,1.0,1.0,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,0.25,,4.0
ET3,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","liao_time_lr,observed_sky_log_overlap",0.6321666666666667,0.7931666666666667,0.8411666666666666,,6000,0.6323333333333333,0.7823333333333333,0.833,0.9435,0.9831666666666667,1.0,2.5,90,0.979,450,1.0,900,1.0,,0.25,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_step",0.9811666666666666,0.9981666666666666,0.9993333333333333,1.0,6000,0.9791666666666666,0.998,0.9991666666666666,0.9996666666666667,0.9996666666666667,1.0,1.0,90,0.9996666666666667,450,1.0,900,1.0,1.0,,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_step",0.9811666666666666,0.9981666666666666,0.9993333333333333,1.0,3000,0.9643333333333334,0.9963333333333333,0.9983333333333333,0.9993333333333333,0.9993333333333333,1.0,1.0,90,0.9993333333333333,450,1.0,900,1.0,1.0,,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_step",0.9811666666666666,0.9981666666666666,0.9993333333333333,1.0,3000,0.994,0.9996666666666667,1.0,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,1.0,,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_step",0.9811666666666666,0.9981666666666666,0.9993333333333333,1.0,6000,0.9791666666666667,0.998,0.9991666666666666,0.9996666666666667,0.9996666666666667,1.0,1.0,90,0.9996666666666667,450,1.0,900,1.0,1.0,,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_log_overlap",0.9578333333333333,0.9861666666666666,0.9911666666666666,1.0,6000,0.9586666666666667,0.9873333333333333,0.9931666666666666,0.9976666666666667,0.9983333333333333,0.9996666666666667,1.0,90,0.9983333333333333,450,0.9996666666666667,900,1.0,0.5,,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_log_overlap",0.9578333333333333,0.9861666666666666,0.9911666666666666,1.0,3000,0.9436666666666667,0.9836666666666667,0.991,0.996,0.9966666666666667,0.9993333333333333,1.0,90,0.9966666666666667,450,0.9993333333333333,900,1.0,0.5,,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_log_overlap",0.9578333333333333,0.9861666666666666,0.9911666666666666,1.0,3000,0.9736666666666667,0.991,0.9953333333333333,0.9993333333333333,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,0.5,,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,raw_time,observed_sky_log_overlap",0.9578333333333333,0.9861666666666666,0.9911666666666666,1.0,6000,0.9586666666666667,0.9873333333333334,0.9931666666666666,0.9976666666666667,0.9983333333333333,0.9996666666666667,1.0,90,0.9983333333333333,450,0.9996666666666667,900,1.0,0.5,,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_step",0.9771666666666666,0.9971666666666666,0.999,1.0,6000,0.9756666666666667,0.9983333333333333,0.999,0.9995,0.9995,1.0,1.0,90,0.9995,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_step",0.9771666666666666,0.9971666666666666,0.999,1.0,3000,0.965,0.998,0.9986666666666667,0.999,0.999,1.0,1.0,90,0.999,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_step",0.9771666666666666,0.9971666666666666,0.999,1.0,3000,0.9863333333333333,0.9986666666666667,0.9993333333333333,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_step",0.9771666666666666,0.9971666666666666,0.999,1.0,6000,0.9756666666666667,0.9983333333333333,0.999,0.9995,0.9995,1.0,1.0,90,0.9995,450,1.0,900,1.0,,1.0,0.25,
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_log_overlap",0.945,0.9861666666666666,0.9915,1.0,6000,0.9445,0.9863333333333333,0.992,0.998,0.9988333333333334,1.0,1.0,90,0.9983333333333333,450,1.0,900,1.0,,1.0,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_log_overlap",0.945,0.9861666666666666,0.9915,1.0,3000,0.9086666666666666,0.9763333333333334,0.9853333333333333,0.996,0.9976666666666667,1.0,1.0,90,0.9966666666666667,450,1.0,900,1.0,,1.0,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_log_overlap",0.945,0.9861666666666666,0.9915,1.0,3000,0.9803333333333333,0.9963333333333333,0.9986666666666667,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,1.0,,4.0
ET3,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC ET BBH Any_Detected_SNR8,4388,ET three-arm network-SNR A90 approximation,100.0,20.0,27.413530636754054,"[0.25, 0.5, 1.0, 2.0, 4.0]","waveform,liao_time_lr,observed_sky_log_overlap",0.945,0.9861666666666666,0.9915,1.0,6000,0.9444999999999999,0.9863333333333333,0.992,0.998,0.9988333333333334,1.0,1.0,90,0.9983333333333333,450,1.0,900,1.0,,1.0,,4.0
